City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
328,aldinga beach,-35.2793,138.4604,10.980000000000018,85,100,4.77,AU,1722024909
329,divrigi,39.371,38.1137,23.730000000000018,48,56,3.01,TR,1722024911
330,ramapuram,13.1167,79.2,27.710000000000036,60,100,7.79,IN,1722024912
331,pacific grove,36.6177,-121.9166,25.680000000000007,79,0,5.14,US,1722024913
332,makaha,21.4694,-158.2175,28.950000000000045,57,40,4.63,US,1722024914
333,ingeniero jacobacci,-41.3427,-69.5448,4.1299999999999955,44,3,10.84,AR,1722024918
334,zhaotong,27.3167,103.7167,18.110000000000014,95,33,1.93,CN,1722024919
335,rosa zarate,0.3333,-79.4667,28.870000000000005,65,86,2.77,EC,1722024920
336,dalnegorsk,44.5604,135.5701,15.400000000000034,100,100,1.03,RU,1722024921
337,klaksvik,62.2266,-6.589,11.510000000000048,89,100,7.78,FO,1722024922
338,carutapera,-1.195,-46.02,27.660000000000025,71,82,5.08,BR,1722024924
339,long beach,33.767,-118.1892,34.51000000000005,57,0,3.6,US,1722024726
340,yuzhno-kurilsk,44.0306,145.8556,12.810000000000002,94,18,1.66,RU,1722024926
341,kamloops,50.6665,-120.3192,23.75,32,9,0.69,CA,1722024462
342,machilipatnam,16.1667,81.1333,25.360000000000014,87,100,2.78,IN,1722024928
343,polokwane,-23.9045,29.4688,10.470000000000027,82,29,2.57,ZA,1722024930
344,hulan,45.9833,126.6,23.060000000000002,97,89,5.05,CN,1722024932
345,pangody,65.85,74.4859,8.390000000000043,94,55,2.02,RU,1722024933
346,xai-xai,-25.0519,33.6442,17.74000000000001,82,0,4.29,MZ,1722024934
347,tolanaro,-25.0319,46.9987,20.04000000000002,83,20,1.03,MG,1722024935
348,aripuana,-9.1667,-60.6333,36.910000000000025,18,3,1.69,BR,1722024936
349,zinjibar,13.1287,45.3807,29.150000000000034,75,81,3.09,YE,1722024937
350,le vauclin,14.5452,-60.8388,30.03000000000003,74,75,6.17,MQ,1722024938
351,merizo village,13.2658,144.6691,25.32000000000005,82,100,2.09,GU,1722024940
352,nova olinda do norte,-3.8881,-59.0942,29.200000000000045,61,93,0.84,BR,1722024941
353,san julian,21.0167,-102.1667,17.200000000000045,83,100,1.69,MX,1722024942
354,nanpara,27.8667,81.5,30.840000000000032,70,99,1.48,IN,1722024943
355,kargasok,59.0556,80.8572,15.700000000000045,83,0,2.72,RU,1722024944
356,la ronge,55.1001,-105.2842,15.140000000000043,72,100,7.72,CA,1722024945
357,tabou,4.423,-7.3528,24.58000000000004,86,100,4.73,CI,1722024948
358,coahuayana de hidalgo,18.7,-103.6583,33.14000000000004,52,79,3.5,MX,1722024949
359,lodwar,3.1191,35.5973,27.610000000000014,59,85,5.16,KE,1722024951
360,ourinhos,-22.9789,-49.8706,25.30000000000001,35,100,1.5,BR,1722024839
361,andovoranto,-18.95,49.1,19.100000000000023,91,5,1.86,MG,1722024953
362,griffith,41.5284,-87.4237,28.30000000000001,52,0,3.6,US,1722024955
363,kununurra,-15.7667,128.7333,22.99000000000001,73,40,1.54,AU,1722024702
364,tomatlan,19.9333,-105.25,30.210000000000036,75,98,2.89,MX,1722024957
365,gaspe,48.8334,-64.4819,21.120000000000005,49,40,3.6,CA,1722024877
366,ust-nera,64.5667,143.2,13.050000000000011,52,15,1.48,RU,1722024959
367,aswan,24.0934,32.907,35.72000000000003,20,100,7.01,EG,1722024960
368,ceeldheer,3.8488,47.1806,24.370000000000005,88,81,6.34,SO,1722024961
369,luderitz,-26.6481,15.1594,12.920000000000016,79,62,2.82,NA,1722024962
370,palmer,42.1584,-72.3287,28.970000000000027,39,75,6.17,US,1722024964
371,jiayuguan,39.8167,98.3,24.340000000000032,36,100,2.41,CN,1722024965
372,al muwayh,22.4333,41.7583,28.57000000000005,26,100,6.5,SA,1722024966
373,asau,46.4333,26.4,17.510000000000048,93,4,2.32,RO,1722024967
374,champerico,14.3,-91.9167,35.30000000000001,71,100,3.13,GT,1722024968
375,aljezur,37.3191,-8.8033,18.83000000000004,95,7,6.87,PT,1722024969
376,bondo,3.8146,23.6866,21.360000000000014,93,77,1.01,CD,1722024971
377,skeldon,5.8833,-57.1333,27.99000000000001,78,85,2.5,GY,1722024972
378,lardero,42.4269,-2.4615,26.400000000000034,54,0,1.54,ES,1722024973
379,kenai,60.5544,-151.2583,13.340000000000032,100,100,5.14,US,1722024974
380,dunedin,-45.8742,170.5036,12.110000000000014,62,99,2.33,NZ,1722024975
381,mukalla,14.5425,49.1242,30.189999999999998,63,68,1.23,YE,1722024976
382,bath,51.3779,-2.3591,17.010000000000048,73,0,2.94,GB,1722024792
383,port blair,11.6667,92.75,29.02000000000004,84,75,5.14,IN,1722024978
384,sisimiut,66.9395,-53.6735,5.850000000000023,73,100,9.03,GL,1722024980
385,taro,-8.3862,115.28,18.75,100,67,0.43,ID,1722024981
386,mount pearl,47.5166,-52.7813,17.960000000000036,93,75,3.6,CA,1722024982
387,bikenibeu village,1.3673,173.1241,28.980000000000018,74,20,4.12,KI,1722024983
388,juan griego,11.0817,-63.9655,32.07000000000005,66,0,8.23,VE,1722024984
389,nantucket,41.2835,-70.0995,26.08000000000004,53,0,3.6,US,1722024868
390,emerald,-23.5333,148.1667,13.520000000000039,86,100,1.83,AU,1722024986
391,namdrik,5.5994,168.1028,28.470000000000027,77,100,5.79,MH,1722024987
392,port said,31.2565,32.2841,28.08000000000004,71,0,7.14,EG,1722024989
393,aguadas,5.6116,-75.4562,23.5,44,81,0.35,CO,1722024990
394,khandyga,62.6667,135.6,14.640000000000043,94,100,1.73,RU,1722024991
395,novaya igirma,57.1334,103.9112,17.08000000000004,92,4,1.34,RU,1722024992
396,island harbour,50.724,-1.2758,17.32000000000005,67,2,0.89,GB,1722024993
397,afif,23.9065,42.9172,29.730000000000018,14,5,3.78,SA,1722024994
398,hammerfest,70.6634,23.6821,22.25,64,0,2.06,NO,1722024995
399,montagu,-40.7667,144.9667,8.879999999999995,91,100,2.14,AU,1722024997
400,moree,-29.4667,149.85,13.75,93,100,4.45,AU,1722024998
401,aglona,56.1333,27.0167,17.810000000000002,86,33,1.51,LV,1722024999
402,makinsk,52.6292,70.4169,14.480000000000018,77,0,3.71,KZ,1722025000
403,shimoda,34.6667,138.95,26.720000000000027,96,99,4.15,JP,1722025001
404,torquay,50.4638,-3.5143,16.710000000000036,83,62,3.4,GB,1722025002
405,celica,-4.1167,-79.95,25.629999999999995,35,6,2.85,EC,1722025003
406,remire-montjoly,4.9167,-52.2667,25.02000000000004,88,0,2.06,GF,1722025005
407,kapa'a,22.0752,-159.319,28.99000000000001,76,100,8.75,US,1722025006
408,ghadamis,30.1337,9.5007,33.370000000000005,16,0,5.28,LY,1722025007
409,ataq,14.5377,46.8319,27.260000000000048,62,99,4.47,YE,1722025008
410,urangan,-25.3,152.9,18.720000000000027,74,83,1.04,AU,1722025009
411,aykhal,66.0,111.5,12.510000000000048,72,100,1.0,RU,1722025011
412,bachi-yurt,43.22,46.2,21.74000000000001,89,100,1.71,RU,1722025013
413,alesund,62.4723,6.1549,15.740000000000009,90,75,2.57,NO,1722025014
414,portland,45.5234,-122.6762,26.629999999999995,47,20,4.12,US,1722025015
415,piti village,13.4626,144.6933,25.49000000000001,92,0,0.0,GU,1722025016
416,el porvenir,13.7617,-87.3458,30.629999999999995,50,53,2.6,HN,1722025017
417,laojunmiao,39.8333,97.7333,22.930000000000007,32,100,5.26,CN,1722025018
418,manggar,-2.8833,108.2667,26.900000000000034,77,8,4.43,ID,1722025019
419,jacmel,18.2342,-72.5347,35.910000000000025,68,100,3.62,HT,1722025020
420,coquimbo,-29.9533,-71.3436,17.210000000000036,56,0,5.14,CL,1722025022
421,saint-felicien,48.6501,-72.4491,25.28000000000003,46,20,5.14,CA,1722025023
422,buon ma thuot,12.6667,108.05,20.980000000000018,95,99,1.0,VN,1722025024
423,darwin,-12.4611,130.8418,24.99000000000001,78,75,2.57,AU,1722025025
424,fort abbas,29.1925,72.8536,35.420000000000016,47,100,5.11,PK,1722025026
425,figuig (centre),32.1089,-1.2286,32.629999999999995,16,70,2.97,MA,1722025027
426,forster,-32.1667,152.5167,12.060000000000002,89,88,2.42,AU,1722025028
427,nogliki,51.8333,143.1667,13.980000000000018,86,0,5.67,RU,1722025030
428,vila franca do campo,37.7167,-25.4333,25.230000000000018,80,5,4.59,PT,1722025031
429,napili-honokowai,20.9708,-156.6705,28.220000000000027,70,45,9.07,US,1722025032
430,mugia,43.1041,-9.2179,22.870000000000005,91,92,7.4,ES,1722025033
431,botoroaga,44.1483,25.5447,23.30000000000001,48,72,4.62,RO,1722025034
432,hinthada,17.6333,95.4667,24.439999999999998,97,100,2.82,MM,1722025035
433,soio,-6.1349,12.3689,20.840000000000032,80,1,3.05,AO,1722025036
434,gizo,-8.103,156.8419,26.660000000000025,82,70,7.71,SB,1722025038
435,sechura,-5.5569,-80.8222,23.79000000000002,57,10,6.79,PE,1722025039
436,savannakhet,16.566,104.751,25.180000000000007,91,100,5.99,LA,1722025040
437,kalmunai,7.4167,81.8167,28.640000000000043,65,100,1.26,LK,1722025041
438,campbell river,50.0163,-125.2446,21.210000000000036,52,75,2.57,CA,1722025042
439,acucena,-19.0731,-42.5464,24.29000000000002,53,18,3.35,BR,1722025043
440,batie,9.8833,-2.9167,24.410000000000025,88,70,2.25,BF,1722025044
441,reggane,26.7158,0.1714,38.10000000000002,10,40,3.76,DZ,1722025045
442,menongue,-14.6585,17.691,15.200000000000045,16,0,1.05,AO,1722025047
443,swakopmund,-22.6833,14.5333,11.660000000000025,82,0,0.45,NA,1722025048
444,bocas del toro,9.3333,-82.25,27.25,77,99,5.51,PA,1722025049
445,san luis,-33.295,-66.3356,16.680000000000007,27,100,3.87,AR,1722024930
446,kangding,30.0513,101.9603,17.439999999999998,99,100,1.36,CN,1722025051
447,sinop,41.7711,34.8709,17.180000000000007,98,100,1.09,TR,1722025052
448,sur,22.5667,59.5289,33.57000000000005,48,100,7.04,OM,1722025053
449,liberal,37.0431,-100.921,33.58000000000004,29,0,7.13,US,1722025055
450,undurkhaan,47.3194,110.6556,16.620000000000005,93,99,2.32,MN,1722025056
451,upington,-28.4478,21.2561,8.700000000000045,32,0,1.87,ZA,1722025057
452,kedougou,12.5579,-12.1743,25.78000000000003,89,100,1.41,SN,1722025058
453,talnakh,69.4865,88.3972,15.310000000000002,81,2,3.41,RU,1722025059
454,luganville,-15.5333,167.1667,23.100000000000023,71,100,5.12,VU,1722025060
455,pollock pines,38.7613,-120.5866,33.07000000000005,17,0,3.13,US,1722025061
456,rundu,-17.9333,19.7667,17.890000000000043,12,0,1.25,NA,1722025063
457,khenifra,32.9333,-5.6667,28.930000000000007,21,0,3.84,MA,1722025064
458,tezu,27.9167,96.1667,25.230000000000018,96,99,2.39,IN,1722025065
459,amasya,40.6667,35.8333,19.82000000000005,93,52,0.96,TR,1722024914
460,divaca,45.6847,13.9703,22.439999999999998,50,6,1.54,SI,1722025067
461,barra de santo antonio,-9.4047,-35.5072,26.600000000000023,71,90,4.29,BR,1722025068
462,awjilah,29.1081,21.2869,31.02000000000004,39,0,7.5,LY,1722025069
463,fortuna,40.5982,-124.1573,17.510000000000048,82,0,5.14,US,1722025071
464,antalaha,-14.9003,50.2788,20.05000000000001,91,18,2.56,MG,1722025033
465,akjoujt,19.6969,-14.4164,32.93000000000001,28,24,7.89,MR,1722025073
466,belyy yar,53.6039,91.3903,19.939999999999998,94,0,1.0,RU,1722025074
467,huarmey,-10.0681,-78.1522,19.939999999999998,70,1,5.09,PE,1722025075
468,betio village,1.358,172.9211,29.02000000000004,70,97,6.3,KI,1722025076
469,meulaboh,4.1363,96.1285,26.07000000000005,89,96,1.63,ID,1722025077
470,el fasher,13.6279,25.3494,28.950000000000045,54,100,5.03,SD,1722025079
471,padalarang,-6.8378,107.4728,18.939999999999998,90,6,1.88,ID,1722025080
472,inhambane,-23.865,35.3833,20.33000000000004,78,0,4.33,MZ,1722025081
473,valley city,46.9233,-98.0032,33.29000000000002,55,0,6.17,US,1722025082
474,toba,34.4833,136.85,27.0,84,100,2.15,JP,1722025083
475,puerto aysen,-45.4,-72.7,4.930000000000007,99,100,3.39,CL,1722025084
476,kayangel,8.0823,134.7173,28.160000000000025,78,100,7.11,PW,1722025085
477,yambio,4.5721,28.3955,21.210000000000036,89,98,1.2,SS,1722025087
478,monaco,43.7314,7.419,27.82000000000005,61,0,2.06,MC,1722025088
479,san luis de la loma,17.2706,-100.8939,31.52000000000004,64,95,4.09,MX,1722025089
480,huatabampo,26.8333,-109.6333,34.25,48,50,5.15,MX,1722025090
481,nueva gerona,21.8833,-82.8,32.650000000000034,54,10,5.97,CU,1722025091
482,lascano,-33.6667,-54.2,15.050000000000011,66,0,3.85,UY,1722025092
483,vryburg,-26.9566,24.7284,9.28000000000003,18,0,2.65,ZA,1722025093
484,darhan,49.4867,105.9228,17.510000000000048,94,100,1.37,MN,1722025094
485,cabo san lucas,22.8909,-109.9124,35.900000000000034,46,0,5.66,MX,1722024861
486,crucecita,-28.95,-58.9833,26.03000000000003,48,0,3.67,AR,1722025097
487,spanish springs,39.6491,-119.7074,34.32000000000005,11,0,6.69,US,1722024864
488,son la,21.3167,103.9,21.680000000000007,90,100,1.24,VN,1722025099
489,chernyshevskiy,63.0128,112.4714,14.720000000000027,95,100,1.46,RU,1722025100
490,lazaro cardenas,17.9583,-102.2,31.060000000000002,61,76,6.14,MX,1722025101
491,xinqing,48.2333,129.5,18.390000000000043,99,100,4.91,CN,1722025102
492,takedamachi,32.9667,131.4,22.900000000000034,96,79,1.44,JP,1722025103
493,morondava,-20.2833,44.2833,21.210000000000036,85,0,5.78,MG,1722025105
494,palikir - national government center,6.9248,158.1611,28.410000000000025,79,100,2.57,FM,1722025106
495,shawano,44.7822,-88.609,26.99000000000001,44,0,3.09,US,1722024919
496,nampula,-15.1165,39.2666,18.970000000000027,77,0,2.57,MZ,1722025108
497,hastings,50.8552,0.5729,17.660000000000025,83,83,4.88,GB,1722025109
498,boguchany,58.3814,97.4531,16.05000000000001,91,11,1.56,RU,1722025110
499,richfield,44.8833,-93.283,30.760000000000048,70,75,8.75,US,1722025111
500,hilo,19.7297,-155.09,26.850000000000023,78,100,2.57,US,1722025113
501,bestensee,52.25,13.65,21.210000000000036,75,0,2.57,DE,1722025114
502,saint-philippe,-21.3585,55.7679,20.77000000000004,80,11,2.6,RE,1722025115
503,dubbo,-32.25,148.6167,10.07000000000005,100,75,3.09,AU,1722025116
504,novodvinsk,64.4165,40.8122,13.860000000000014,64,9,2.44,RU,1722025117
505,chyorny yar,48.0624,46.1091,21.02000000000004,39,3,3.9,RU,1722025118
506,san gabriel,34.0961,-118.1058,36.860000000000014,43,0,1.34,US,1722025119
507,kathmandu,27.7167,85.3167,24.120000000000005,94,75,1.03,NP,1722024901
508,ust'-barguzin,53.45,108.9833,13.800000000000011,94,42,0.92,RU,1722025122
509,hanover,52.3705,9.7332,21.060000000000002,90,20,0.51,DE,1722025123
510,porto novo,6.4965,2.6036,24.900000000000034,86,40,4.14,BJ,1722025125
511,keelung,25.1283,121.7419,27.83000000000004,89,100,1.76,TW,1722025126
512,campina verde,-19.5356,-49.4864,29.460000000000036,17,0,1.34,BR,1722025127
513,ariyalur,11.1333,79.0833,28.30000000000001,70,99,1.34,IN,1722025129
514,ndelele,4.0333,14.9333,23.30000000000001,78,100,1.14,CM,1722025130
515,santa cruz,-17.8,-63.1667,32.700000000000045,48,20,8.23,BO,1722024741
516,yung shue wan,22.2333,114.1167,29.860000000000014,88,100,8.08,HK,1722025132
517,sona,45.4388,10.8255,26.99000000000001,61,0,2.57,IT,1722025133
518,kati,12.7441,-8.0726,23.670000000000016,84,100,1.88,ML,1722025134
519,chebba,35.2372,11.115,27.0,66,0,5.54,TN,1722025137
520,daru,-9.0763,143.2092,24.340000000000032,88,100,6.71,PG,1722025138
521,suoyarvi,62.0833,32.35,17.629999999999995,80,48,1.88,RU,1722025139
522,mudukulattur,9.3417,78.5139,29.900000000000034,55,100,7.21,IN,1722025140
523,tatvan,38.5067,42.2817,20.390000000000043,46,0,3.85,TR,1722025141
524,gambela,8.25,34.5833,21.670000000000016,98,100,2.01,ET,1722024974
525,isfara,40.1265,70.6253,30.129999999999995,28,0,3.17,TJ,1722025144
526,qulsary,46.9531,54.0198,25.680000000000007,54,100,5.26,KZ,1722025145
527,ketchikan,55.3422,-131.6461,16.860000000000014,72,100,4.12,US,1722025146
528,banda aceh,5.5577,95.3222,27.350000000000023,75,100,5.43,ID,1722025147
529,nagqu,31.5,92.0,6.640000000000043,95,100,1.55,CN,1722025148
530,tadine,-21.55,167.8833,18.82000000000005,69,2,5.96,NC,1722025149
531,ryotsu-minato,38.0833,138.4333,23.910000000000025,91,100,0.91,JP,1722025150
532,las heras,-46.5419,-68.9359,8.129999999999995,49,15,15.98,AR,1722025151
533,ceylanpinar,36.8472,40.05,31.110000000000014,38,0,8.53,TR,1722025153
534,panaba,21.2833,-88.2667,32.09000000000003,64,99,3.03,MX,1722025154
535,svetlyy,54.675,20.1347,15.03000000000003,75,100,3.61,RU,1722025155
536,mahibadhoo,3.7833,72.9667,28.870000000000005,79,100,5.15,MV,1722025156
537,colon,9.3592,-79.9014,25.510000000000048,87,100,1.34,PA,1722025157
538,tabuk,17.4189,121.4443,23.930000000000007,93,100,1.21,PH,1722025158
539,whangarei,-35.7317,174.3239,6.6299999999999955,94,1,0.8,NZ,1722025159
540,nyaunglebin,17.95,96.7333,24.129999999999995,97,100,2.36,MM,1722025161
541,new gloucester,43.9628,-70.2825,28.52000000000004,48,20,4.63,US,1722025162
542,prineville,44.2999,-120.8345,26.730000000000018,25,0,2.57,US,1722025137
543,port lincoln,-34.7333,135.8667,10.800000000000011,60,95,5.91,AU,1722025164
544,corn island,12.1694,-83.0418,28.220000000000027,81,12,7.81,NI,1722025165
545,flying fish cove,-10.4217,105.6791,24.82000000000005,83,75,5.66,CX,1722025166
546,belmonte,-15.8631,-38.8828,24.120000000000005,77,46,3.23,BR,1722025167
547,grootfontein,-19.5667,18.1167,16.760000000000048,16,0,2.06,NA,1722025169
548,fuglafjordur,62.244,-6.814,11.260000000000048,90,100,6.43,FO,1722025170
549,ninotsminda,41.2646,43.5916,12.740000000000009,91,87,1.55,GE,1722025171
550,umm kaddadah,13.6017,26.6876,33.48000000000002,37,100,5.81,SD,1722025172
551,minas de marcona,-15.2119,-75.1103,14.57000000000005,65,4,7.65,PE,1722025173
552,pariaman,-0.619,100.12,23.03000000000003,87,69,2.11,ID,1722025174
553,santiago de cao,-7.9589,-79.2392,19.07000000000005,72,0,4.63,PE,1722025175
